time(s),strike_slip(m),strike_slip_error(m),dip_slip(m),dip_slip_error(m),strike_slip_velocity(m/s)
16.333333333333332,2.592770560360081,0.9146,-0.13166905368164525,0.3572,0.0
16.375,2.592770560360081,0.814,-0.13166905368164525,0.3572,-0.17647058823529416
16.416666666666664,2.6701527347057525,0.833,-0.19660040763479442,0.3572,-0.3529411764705883
16.458333333333332,2.592770560360081,0.833,-0.13166905368164525,0.4573,-0.3529411764705883
16.5,2.598995970556342,0.833,-0.20282581783105572,0.4165,-0.3529411764705883
16.541666666666664,2.5278392064069317,0.833,-0.209051228027317,0.4165,-0.3529411764705883
16.583333333333332,2.5216137962106706,0.8716,-0.13789446387790655,0.4165,-0.3529411764705883
16.625,2.592770560360081,0.773,-0.13166905368164525,0.3572,-0.17647058823529416
16.666666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.17647058823529416
16.708333333333332,2.5216137962106706,0.773,-0.13789446387790655,0.4165,0.17647058823529416
16.75,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.3529411764705883
16.791666666666664,2.598995970556342,0.773,-0.20282581783105572,0.4573,0.5294117647058825
16.833333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.404,0.17647058823529416
16.875,2.676378144902014,0.7695,-0.2677571717842048,0.3572,0.0
16.916666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4165,0.0
16.958333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
17.0,2.6052213807526035,0.8716,-0.2739825819804661,0.4165,-0.17647058823529416
17.041666666666664,2.598995970556342,0.814,-0.20282581783105572,0.3572,0.0
17.083333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,-0.3529411764705883
17.125,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.5294117647058825
17.166666666666664,2.5278392064069317,0.7695,-0.209051228027317,0.4165,-0.3529411764705883
17.208333333333332,2.456682442257521,0.9146,-0.2152766382235783,0.3572,0.0
17.25,2.5278392064069317,0.9146,-0.209051228027317,0.3572,0.3529411764705883
17.291666666666664,2.5278392064069317,0.9146,-0.209051228027317,0.3572,0.5294117647058825
17.333333333333332,2.6701527347057525,0.7354,-0.19660040763479442,0.3572,0.5294117647058825
17.375,2.598995970556342,0.7354,-0.20282581783105572,0.404,0.3529411764705883
17.416666666666664,2.598995970556342,0.773,-0.20282581783105572,0.404,0.17647058823529416
17.458333333333332,2.598995970556342,0.8716,-0.20282581783105572,0.4165,0.17647058823529416
17.5,2.598995970556342,0.9146,-0.20282581783105572,0.4165,0.0
17.541666666666664,2.6701527347057525,0.8716,-0.19660040763479442,0.4165,-0.3529411764705883
17.583333333333332,2.6701527347057525,0.7983,-0.19660040763479442,0.404,-0.3529411764705883
17.625,2.5216137962106706,0.7983,-0.13789446387790655,0.4165,-0.3529411764705883
17.666666666666664,2.5278392064069317,0.773,-0.209051228027317,0.4165,-0.3529411764705883
17.708333333333332,2.5216137962106706,0.8716,-0.13789446387790655,0.4165,-0.17647058823529416
17.75,2.598995970556342,0.8716,-0.20282581783105572,0.3572,0.3529411764705883
17.791666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.5294117647058825
17.833333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.17647058823529416
17.875,2.6701527347057525,0.773,-0.19660040763479442,0.4165,0.0
17.916666666666664,2.6052213807526035,0.7983,-0.2739825819804661,0.4165,0.17647058823529416
17.958333333333332,2.6052213807526035,0.833,-0.2739825819804661,0.3572,-0.17647058823529416
18.0,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.3529411764705883
18.041666666666664,2.6052213807526035,0.7695,-0.2739825819804661,0.3572,0.0
18.083333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.17647058823529416
18.125,2.598995970556342,0.833,-0.20282581783105572,0.4165,0.17647058823529416
18.166666666666664,2.598995970556342,0.8716,-0.20282581783105572,0.3572,0.0
18.208333333333332,2.676378144902014,0.773,-0.2677571717842048,0.3572,0.0
18.25,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
18.291666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.5294117647058825
18.333333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.4165,-0.3529411764705883
18.375,2.5278392064069317,0.833,-0.209051228027317,0.3572,0.3529411764705883
18.416666666666664,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.3529411764705883
18.458333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
18.5,2.676378144902014,0.7354,-0.2677571717842048,0.3572,0.3529411764705883
18.541666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.17647058823529416
18.583333333333332,2.598995970556342,0.773,-0.20282581783105572,0.4165,-0.17647058823529416
18.625,2.598995970556342,0.833,-0.20282581783105572,0.3572,-0.17647058823529416
18.666666666666664,2.598995970556342,0.7036,-0.20282581783105572,0.3572,0.0
18.708333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.4165,0.0
18.75,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
18.791666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
18.833333333333332,2.598995970556342,0.895,-0.20282581783105572,0.3572,0.0
18.875,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,0.0
18.916666666666664,2.598995970556342,0.7036,-0.20282581783105572,0.3572,-0.17647058823529416
18.958333333333332,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,-0.3529411764705883
19.0,2.598995970556342,0.773,-0.20282581783105572,0.3572,-0.3529411764705883
19.041666666666664,2.5278392064069317,0.833,-0.209051228027317,0.3572,-0.3529411764705883
19.083333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
19.125,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
19.166666666666664,2.5278392064069317,0.7695,-0.209051228027317,0.3572,0.17647058823529416
19.208333333333332,2.598995970556342,0.833,-0.20282581783105572,0.404,0.3529411764705883
19.25,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.3529411764705883
19.291666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
19.333333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
19.375,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,0.0
19.416666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.0
19.458333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
19.5,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,-0.17647058823529416
19.541666666666664,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,0.0
19.583333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.4165,0.0
19.625,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.17647058823529416
19.666666666666664,2.598995970556342,0.773,-0.20282581783105572,0.3572,-0.17647058823529416
19.708333333333332,2.5278392064069317,0.773,-0.209051228027317,0.3572,0.0
19.75,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
19.791666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.4165,0.17647058823529416
19.833333333333332,2.598995970556342,0.833,-0.20282581783105572,0.3572,0.17647058823529416
19.875,2.6052213807526035,0.773,-0.2739825819804661,0.3572,0.0
19.916666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
19.958333333333332,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
20.0,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
20.041666666666664,2.6701527347057525,0.7983,-0.19660040763479442,0.4165,0.17647058823529416
20.083333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.5294117647058825
20.125,2.598995970556342,0.7983,-0.20282581783105572,0.404,0.3529411764705883
20.166666666666664,2.6701527347057525,0.7983,-0.19660040763479442,0.3572,0.17647058823529416
20.208333333333332,2.6701527347057525,0.7983,-0.19660040763479442,0.4165,0.3529411764705883
20.25,2.6701527347057525,0.7354,-0.19660040763479442,0.4165,0.17647058823529416
20.291666666666664,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,-0.3529411764705883
20.333333333333332,2.676378144902014,0.7983,-0.2677571717842048,0.4165,-0.5294117647058825
20.375,2.6701527347057525,0.7983,-0.19660040763479442,0.4165,-0.17647058823529416
20.416666666666664,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
20.458333333333332,2.598995970556342,0.833,-0.20282581783105572,0.4165,-0.5294117647058825
20.5,2.6052213807526035,0.773,-0.2739825819804661,0.4165,-0.17647058823529416
20.541666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
20.583333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
20.625,2.598995970556342,0.7695,-0.20282581783105572,0.3572,-0.3529411764705883
20.666666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
20.708333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.4165,0.3529411764705883
20.75,2.5216137962106706,0.8716,-0.13789446387790655,0.4165,0.17647058823529416
20.791666666666664,2.598995970556342,0.833,-0.20282581783105572,0.3572,0.17647058823529416
20.833333333333332,2.6701527347057525,0.7983,-0.19660040763479442,0.3572,0.3529411764705883
20.875,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
20.916666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4165,-0.17647058823529416
20.958333333333332,2.598995970556342,0.773,-0.20282581783105572,0.404,-0.17647058823529416
21.0,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
21.041666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.17647058823529416
21.083333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.4165,0.0
21.125,2.598995970556342,0.7036,-0.20282581783105572,0.3572,-0.17647058823529416
21.166666666666664,2.6701527347057525,0.7354,-0.19660040763479442,0.4165,0.0
21.208333333333332,2.5278392064069317,0.833,-0.209051228027317,0.3572,-0.17647058823529416
21.25,2.598995970556342,0.833,-0.20282581783105572,0.3572,-0.17647058823529416
21.291666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4165,0.3529411764705883
21.333333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.4165,0.3529411764705883
21.375,2.6701527347057525,0.7354,-0.19660040763479442,0.404,-0.17647058823529416
21.416666666666664,2.6701527347057525,0.7354,-0.19660040763479442,0.3572,0.0
21.458333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.4165,0.0
21.5,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.5294117647058825
21.541666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.5294117647058825
21.583333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,0.0
21.625,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
21.666666666666664,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
21.708333333333332,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,0.3529411764705883
21.75,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.3529411764705883
21.791666666666664,2.676378144902014,0.7354,-0.2677571717842048,0.4165,0.17647058823529416
21.833333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.17647058823529416
21.875,2.598995970556342,0.7695,-0.20282581783105572,0.3572,0.0
21.916666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.17647058823529416
21.958333333333332,2.6052213807526035,0.7354,-0.2739825819804661,0.3572,-0.17647058823529416
22.0,2.598995970556342,0.7354,-0.20282581783105572,0.4165,-0.3529411764705883
22.041666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
22.083333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
22.125,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
22.166666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
22.208333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
22.25,2.598995970556342,0.773,-0.20282581783105572,0.4165,0.0
22.291666666666664,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
22.333333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
22.375,2.598995970556342,0.7036,-0.20282581783105572,0.3572,-0.17647058823529416
22.416666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4165,-0.17647058823529416
22.458333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
22.5,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.0
22.541666666666664,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
22.583333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,0.17647058823529416
22.625,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,0.3529411764705883
22.666666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.404,0.17647058823529416
22.708333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
22.75,2.598995970556342,0.773,-0.20282581783105572,0.3572,-0.17647058823529416
22.791666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
22.833333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.17647058823529416
22.875,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,-0.3529411764705883
22.916666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.0
22.958333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.0
23.0,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
23.041666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4165,0.3529411764705883
23.083333333333332,2.5216137962106706,0.7354,-0.13789446387790655,0.4165,0.5294117647058825
23.125,2.6052213807526035,0.7983,-0.2739825819804661,0.4165,0.17647058823529416
23.166666666666664,2.676378144902014,0.7983,-0.2677571717842048,0.3572,0.0
23.208333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
23.25,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.5294117647058825
23.291666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.404,-0.17647058823529416
23.333333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.17647058823529416
23.375,2.5278392064069317,0.7983,-0.209051228027317,0.3572,0.17647058823529416
23.416666666666664,2.676378144902014,0.7354,-0.2677571717842048,0.3572,0.3529411764705883
23.458333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.5294117647058825
23.5,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.17647058823529416
23.541666666666664,2.598995970556342,0.773,-0.20282581783105572,0.3572,-0.3529411764705883
23.583333333333332,2.6701527347057525,0.7354,-0.19660040763479442,0.3572,-0.3529411764705883
23.625,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
23.666666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.17647058823529416
23.708333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.4165,-0.17647058823529416
23.75,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
23.791666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.4573,0.17647058823529416
23.833333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.17647058823529416
23.875,2.598995970556342,0.7036,-0.20282581783105572,0.3572,-0.5294117647058825
23.916666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.5294117647058825
23.958333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.404,-6.530723674265627e-17
24.0,2.456682442257521,0.7983,-0.2152766382235783,0.4165,0.35294117647058826
24.041666666666664,2.5278392064069317,0.773,-0.209051228027317,0.4165,0.35294117647058826
24.083333333333332,2.676378144902014,0.7983,-0.2677571717842048,0.4165,0.5294117647058825
24.125,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.5294117647058825
24.166666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.0
24.208333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,-0.17647058823529416
24.25,2.6052213807526035,0.8716,-0.2739825819804661,0.4165,0.0
24.291666666666664,2.6052213807526035,0.833,-0.2739825819804661,0.4165,-0.17647058823529416
24.333333333333332,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,-0.3529411764705883
24.375,2.6052213807526035,0.7983,-0.2739825819804661,0.4165,0.0
24.416666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.17647058823529416
24.458333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.404,0.0
24.5,2.6701527347057525,0.833,-0.19660040763479442,0.4165,0.17647058823529416
24.541666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.4573,0.17647058823529416
24.583333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,-0.3529411764705883
24.625,2.598995970556342,0.7983,-0.20282581783105572,0.4165,-0.3529411764705883
24.666666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.404,0.0
24.708333333333332,2.5278392064069317,0.773,-0.209051228027317,0.404,0.0
24.75,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.3529411764705883
24.791666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.5294117647058825
24.833333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
24.875,2.6701527347057525,0.7983,-0.19660040763479442,0.3572,0.0
24.916666666666664,2.598995970556342,0.833,-0.20282581783105572,0.3572,0.17647058823529416
24.958333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.17647058823529416
25.0,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.3529411764705883
25.041666666666664,2.6701527347057525,0.7983,-0.19660040763479442,0.3572,0.17647058823529416
25.083333333333332,2.5216137962106706,0.7983,-0.13789446387790655,0.4165,0.17647058823529416
25.125,2.6052213807526035,0.7983,-0.2739825819804661,0.3572,-0.17647058823529416
25.166666666666664,2.6701527347057525,0.773,-0.19660040763479442,0.3572,0.0
25.208333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.4165,0.17647058823529416
25.25,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.3529411764705883
25.291666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,-0.5294117647058825
25.333333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.17647058823529416
25.375,2.5278392064069317,0.773,-0.209051228027317,0.3572,-0.17647058823529416
25.416666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.17647058823529416
25.458333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.0
25.5,2.5278392064069317,0.7354,-0.209051228027317,0.3572,0.17647058823529416
25.541666666666664,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.17647058823529416
25.583333333333332,2.5278392064069317,0.833,-0.209051228027317,0.3572,0.3529411764705883
25.625,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.3529411764705883
25.666666666666664,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.17647058823529416
25.708333333333332,2.676378144902014,0.7983,-0.2677571717842048,0.3572,0.17647058823529416
25.75,2.598995970556342,0.7354,-0.20282581783105572,0.4165,0.0
25.791666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.4165,-0.17647058823529416
25.833333333333332,2.6052213807526035,0.773,-0.2739825819804661,0.4165,-0.17647058823529416
25.875,2.598995970556342,0.833,-0.20282581783105572,0.3572,0.0
25.916666666666664,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.0
25.958333333333332,2.598995970556342,0.7354,-0.20282581783105572,0.404,0.0
26.0,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
26.041666666666664,2.598995970556342,0.833,-0.20282581783105572,0.4165,0.0
26.083333333333332,2.6052213807526035,0.773,-0.2739825819804661,0.4165,0.17647058823529416
26.125,2.6052213807526035,0.7354,-0.2739825819804661,0.4165,0.3529411764705883
26.166666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.17647058823529416
26.208333333333332,2.6701527347057525,0.7354,-0.19660040763479442,0.3572,0.0
26.25,2.6701527347057525,0.773,-0.19660040763479442,0.3572,0.0
26.291666666666664,2.598995970556342,0.814,-0.20282581783105572,0.4165,-0.17647058823529416
26.333333333333332,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.3529411764705883
26.375,2.598995970556342,0.7983,-0.20282581783105572,0.3572,0.0
26.416666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.3529411764705883
26.458333333333332,2.598995970556342,0.773,-0.20282581783105572,0.3572,0.0
26.5,2.6701527347057525,0.773,-0.19660040763479442,0.3572,-0.17647058823529416
26.541666666666664,2.6701527347057525,0.773,-0.19660040763479442,0.3572,0.0
26.583333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.3572,-0.17647058823529416
26.625,2.598995970556342,0.7983,-0.20282581783105572,0.3572,-0.17647058823529416
26.666666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.3572,0.3529411764705883
26.708333333333332,2.598995970556342,0.814,-0.20282581783105572,0.3572,0.17647058823529416
26.75,2.6701527347057525,0.814,-0.19660040763479442,0.3572,-0.17647058823529416
26.791666666666664,2.676378144902014,0.7354,-0.2677571717842048,0.4165,0.0
26.833333333333332,2.5278392064069317,0.7983,-0.209051228027317,0.3572,-0.17647058823529416
26.875,2.598995970556342,0.7036,-0.20282581783105572,0.3572,-0.5294117647058825
26.916666666666664,2.598995970556342,0.7354,-0.20282581783105572,0.4165,-0.3529411764705883
26.958333333333332,2.598995970556342,0.773,-0.20282581783105572,0.4573,-0.17647058823529416
27.0,2.5278392064069317,0.7354,-0.209051228027317,0.404,-0.3529411764705883
27.041666666666664,2.5278392064069317,0.7354,-0.209051228027317,0.404,-0.3529411764705883
27.083333333333332,2.5278392064069317,0.7354,-0.209051228027317,0.404,-0.17647058823529416
27.125,2.5278392064069317,0.7354,-0.209051228027317,0.404,0.0
